Date,Store/Product,Value
20190409,LOS_ANGELES-TESLA_MODEL_X,2306.22
20190410,LOS_ANGELES-TESLA_MODEL_X,2686.51488
20190411,LOS_ANGELES-TESLA_MODEL_X,2374.05
20190412,LOS_ANGELES-TESLA_MODEL_X,2513.7
20190413,LOS_ANGELES-TESLA_MODEL_X,2690.59
20190414,LOS_ANGELES-TESLA_MODEL_X,2501.59035
20190415,LOS_ANGELES-TESLA_MODEL_X,2729.16
20190416,LOS_ANGELES-TESLA_MODEL_X,2713.2
20190417,LOS_ANGELES-TESLA_MODEL_X,2487.1
20190418,LOS_ANGELES-TESLA_MODEL_X,6141.548714
20190419,LOS_ANGELES-TESLA_MODEL_X,2276.96
20190420,LOS_ANGELES-TESLA_MODEL_X,2519.23812
20190421,LOS_ANGELES-TESLA_MODEL_X,2234.4
20190422,LOS_ANGELES-TESLA_MODEL_X,2489.76
20190423,LOS_ANGELES-TESLA_MODEL_X,2404.64
20190424,LOS_ANGELES-TESLA_MODEL_X,2128
20190425,LOS_ANGELES-TESLA_MODEL_X,2170.56
20190426,LOS_ANGELES-TESLA_MODEL_X,2306.22
20190427,LOS_ANGELES-TESLA_MODEL_X,2261
20190428,LOS_ANGELES-TESLA_MODEL_X,6120.66
20190429,LOS_ANGELES-TESLA_MODEL_X,6016.92
20190430,LOS_ANGELES-TESLA_MODEL_X,5653.83
20190501,LOS_ANGELES-TESLA_MODEL_X,5996.27042
20190502,LOS_ANGELES-TESLA_MODEL_X,2311.909075
20190503,LOS_ANGELES-TESLA_MODEL_X,6064.8
20190504,LOS_ANGELES-TESLA_MODEL_X,2255.68
20190505,LOS_ANGELES-TESLA_MODEL_X,2128
20190506,LOS_ANGELES-TESLA_MODEL_X,5958.4
20190507,LOS_ANGELES-TESLA_MODEL_X,5468.40406
20190508,LOS_ANGELES-TESLA_MODEL_X,6286.644
20190509,LOS_ANGELES-TESLA_MODEL_X,2622.76
20190510,LOS_ANGELES-TESLA_MODEL_X,5757.57
20190511,LOS_ANGELES-TESLA_MODEL_X,5812.1
20190512,LOS_ANGELES-TESLA_MODEL_X,5462.31
20190513,LOS_ANGELES-TESLA_MODEL_X,4883.76
20190514,LOS_ANGELES-TESLA_MODEL_X,5363.89
20190515,LOS_ANGELES-TESLA_MODEL_X,5117.84
20190516,LOS_ANGELES-TESLA_MODEL_X,5757.57
20190517,LOS_ANGELES-TESLA_MODEL_X,5068.63
20190518,LOS_ANGELES-TESLA_MODEL_X,5862.64
20190519,LOS_ANGELES-TESLA_MODEL_X,5708.36
20190520,LOS_ANGELES-TESLA_MODEL_X,5862.64
20190521,LOS_ANGELES-TESLA_MODEL_X,5458.32
20190522,LOS_ANGELES-TESLA_MODEL_X,4931.64
20190523,LOS_ANGELES-TESLA_MODEL_X,4970.21
20190524,LOS_ANGELES-TESLA_MODEL_X,5660.48
20190525,LOS_ANGELES-TESLA_MODEL_X,5508.86
20190526,LOS_ANGELES-TESLA_MODEL_X,5508.86
20190527,LOS_ANGELES-TESLA_MODEL_X,5455.887962
20190528,LOS_ANGELES-TESLA_MODEL_X,4974.40216
20190529,LOS_ANGELES-TESLA_MODEL_X,5205.62
20190530,LOS_ANGELES-TESLA_MODEL_X,5199.45545
20190531,LOS_ANGELES-TESLA_MODEL_X,5335.96
20190601,LOS_ANGELES-TESLA_MODEL_X,4522
20190602,LOS_ANGELES-TESLA_MODEL_X,4928.98
20190603,LOS_ANGELES-TESLA_MODEL_X,5314.68
20190604,LOS_ANGELES-TESLA_MODEL_X,5075.28
20190605,LOS_ANGELES-TESLA_MODEL_X,5171.04
20190606,LOS_ANGELES-TESLA_MODEL_X,5458.32
20190607,LOS_ANGELES-TESLA_MODEL_X,5122.504044
20190608,LOS_ANGELES-TESLA_MODEL_X,5730.587226
20190609,LOS_ANGELES-TESLA_MODEL_X,5054
20190610,LOS_ANGELES-TESLA_MODEL_X,5701.8031
20190611,LOS_ANGELES-TESLA_MODEL_X,5362.56
20190612,LOS_ANGELES-TESLA_MODEL_X,4928.98
20190613,LOS_ANGELES-TESLA_MODEL_X,4921
20190614,LOS_ANGELES-TESLA_MODEL_X,5306.7
20190615,LOS_ANGELES-TESLA_MODEL_X,5560.73
20190616,LOS_ANGELES-TESLA_MODEL_X,4657.66
20190617,LOS_ANGELES-TESLA_MODEL_X,5426.4
20190618,LOS_ANGELES-TESLA_MODEL_X,5135.13
20190619,LOS_ANGELES-TESLA_MODEL_X,4959.57
20190620,LOS_ANGELES-TESLA_MODEL_X,4774.398489
20190621,LOS_ANGELES-TESLA_MODEL_X,5104.59985
20190622,LOS_ANGELES-TESLA_MODEL_X,4883.76
20190623,LOS_ANGELES-TESLA_MODEL_X,5200.3
20190624,LOS_ANGELES-TESLA_MODEL_X,4522
20190625,LOS_ANGELES-TESLA_MODEL_X,5601.96
20190626,LOS_ANGELES-TESLA_MODEL_X,5253.131723
20190627,LOS_ANGELES-TESLA_MODEL_X,5384.32944
20190628,LOS_ANGELES-TESLA_MODEL_X,5560.73
20190629,LOS_ANGELES-TESLA_MODEL_X,4432.89
20190630,LOS_ANGELES-TESLA_MODEL_X,5218.92
20190701,LOS_ANGELES-TESLA_MODEL_X,5098.49515
20190702,LOS_ANGELES-TESLA_MODEL_X,5098.49515
20190703,LOS_ANGELES-TESLA_MODEL_X,5511.52
20190704,LOS_ANGELES-TESLA_MODEL_X,5609.94
20190705,LOS_ANGELES-TESLA_MODEL_X,5030.79283
20190706,LOS_ANGELES-TESLA_MODEL_X,5845.26222
20190707,LOS_ANGELES-TESLA_MODEL_X,6846.84
20190708,LOS_ANGELES-TESLA_MODEL_X,5770.072
20190709,LOS_ANGELES-TESLA_MODEL_X,5290.208
20190710,LOS_ANGELES-TESLA_MODEL_X,5620.846
20190711,LOS_ANGELES-TESLA_MODEL_X,4783.254028
20190712,LOS_ANGELES-TESLA_MODEL_X,5701.8031
20190713,LOS_ANGELES-TESLA_MODEL_X,4928.98
20190714,LOS_ANGELES-TESLA_MODEL_X,4256
20190715,LOS_ANGELES-TESLA_MODEL_X,4979.52
20190716,LOS_ANGELES-TESLA_MODEL_X,5064.64
20190717,LOS_ANGELES-TESLA_MODEL_X,5135.13
20190718,LOS_ANGELES-TESLA_MODEL_X,4428.524275
20190719,LOS_ANGELES-TESLA_MODEL_X,4809.28
20190720,LOS_ANGELES-TESLA_MODEL_X,5554.08
20190721,LOS_ANGELES-TESLA_MODEL_X,4553.92
20190722,LOS_ANGELES-TESLA_MODEL_X,5266.8
20190723,LOS_ANGELES-TESLA_MODEL_X,4793.32
20190724,LOS_ANGELES-TESLA_MODEL_X,4928.98
20190725,LOS_ANGELES-TESLA_MODEL_X,5539.45
20190726,LOS_ANGELES-TESLA_MODEL_X,6016.92
20190727,LOS_ANGELES-TESLA_MODEL_X,5554.08
20190728,LOS_ANGELES-TESLA_MODEL_X,5462.31
20190729,LOS_ANGELES-TESLA_MODEL_X,5411.362887
20190730,LOS_ANGELES-TESLA_MODEL_X,5855.6974
20190731,LOS_ANGELES-TESLA_MODEL_X,5426.4
20190801,LOS_ANGELES-TESLA_MODEL_X,6056.82
20190802,LOS_ANGELES-TESLA_MODEL_X,4793.32
20190803,LOS_ANGELES-TESLA_MODEL_X,5266.8
20190804,LOS_ANGELES-TESLA_MODEL_X,5806.78
20190805,LOS_ANGELES-TESLA_MODEL_X,5266.8
20190806,LOS_ANGELES-TESLA_MODEL_X,5660.48
20190807,LOS_ANGELES-TESLA_MODEL_X,5314.68
20190808,LOS_ANGELES-TESLA_MODEL_X,4652.34
20190809,LOS_ANGELES-TESLA_MODEL_X,4740.12
20190810,LOS_ANGELES-TESLA_MODEL_X,5019.42
20190811,LOS_ANGELES-TESLA_MODEL_X,5019.42
20190812,LOS_ANGELES-TESLA_MODEL_X,5104.54
20190813,LOS_ANGELES-TESLA_MODEL_X,5047.35
20190814,LOS_ANGELES-TESLA_MODEL_X,4696.23
20190815,LOS_ANGELES-TESLA_MODEL_X,5144.254332
20190816,LOS_ANGELES-TESLA_MODEL_X,4970.21
20190817,LOS_ANGELES-TESLA_MODEL_X,4921
20190818,LOS_ANGELES-TESLA_MODEL_X,5075.28
20190819,LOS_ANGELES-TESLA_MODEL_X,5027.4
20190820,LOS_ANGELES-TESLA_MODEL_X,4748.1
20190821,LOS_ANGELES-TESLA_MODEL_X,4696.23
20190822,LOS_ANGELES-TESLA_MODEL_X,5410.44
20190823,LOS_ANGELES-TESLA_MODEL_X,4883.76
20190824,LOS_ANGELES-TESLA_MODEL_X,5745.6
20190825,LOS_ANGELES-TESLA_MODEL_X,5659.15
20190826,LOS_ANGELES-TESLA_MODEL_X,5452.221152
20190827,LOS_ANGELES-TESLA_MODEL_X,5855.99
20190828,LOS_ANGELES-TESLA_MODEL_X,4979.52
20190829,LOS_ANGELES-TESLA_MODEL_X,5697.72
20190830,LOS_ANGELES-TESLA_MODEL_X,4657.66
20190831,LOS_ANGELES-TESLA_MODEL_X,5362.56
20190901,LOS_ANGELES-TESLA_MODEL_X,6011.6
20190902,LOS_ANGELES-TESLA_MODEL_X,5659.15
20190903,LOS_ANGELES-TESLA_MODEL_X,4883.76
20190904,LOS_ANGELES-TESLA_MODEL_X,5498.426416
20190905,LOS_ANGELES-TESLA_MODEL_X,5554.08
20190906,LOS_ANGELES-TESLA_MODEL_X,5027.4
20190907,LOS_ANGELES-TESLA_MODEL_X,5812.1
20190908,LOS_ANGELES-TESLA_MODEL_X,6202.28476
20190909,LOS_ANGELES-TESLA_MODEL_X,5256.16
20190910,LOS_ANGELES-TESLA_MODEL_X,4921
20190911,LOS_ANGELES-TESLA_MODEL_X,5708.36
20190912,LOS_ANGELES-TESLA_MODEL_X,5205.62
20190913,LOS_ANGELES-TESLA_MODEL_X,5104.54
20190914,LOS_ANGELES-TESLA_MODEL_X,5550.09
20190915,LOS_ANGELES-TESLA_MODEL_X,5306.7
20190916,LOS_ANGELES-TESLA_MODEL_X,5861.31
20190917,LOS_ANGELES-TESLA_MODEL_X,5027.4
20190918,LOS_ANGELES-TESLA_MODEL_X,5708.36
20190919,LOS_ANGELES-TESLA_MODEL_X,5265.47
20190920,LOS_ANGELES-TESLA_MODEL_X,6011.6
20190921,LOS_ANGELES-TESLA_MODEL_X,5708.36
20190922,LOS_ANGELES-TESLA_MODEL_X,5314.68
20190923,LOS_ANGELES-TESLA_MODEL_X,5155.08
20190924,LOS_ANGELES-TESLA_MODEL_X,5054
20190925,LOS_ANGELES-TESLA_MODEL_X,5302.181724
20190926,LOS_ANGELES-TESLA_MODEL_X,5505.94198
20190927,LOS_ANGELES-TESLA_MODEL_X,5511.52
20190928,LOS_ANGELES-TESLA_MODEL_X,2383.36
20190929,LOS_ANGELES-TESLA_MODEL_X,6003.24228
20190930,LOS_ANGELES-TESLA_MODEL_X,4840.500952
20191001,LOS_ANGELES-TESLA_MODEL_X,5068.63
20191002,LOS_ANGELES-TESLA_MODEL_X,5407.78
20191003,LOS_ANGELES-TESLA_MODEL_X,5659.15
20191004,LOS_ANGELES-TESLA_MODEL_X,5306.7
20191005,LOS_ANGELES-TESLA_MODEL_X,5815.1457
20191006,LOS_ANGELES-TESLA_MODEL_X,5287.59588
20191007,LOS_ANGELES-TESLA_MODEL_X,5965.05
20191008,LOS_ANGELES-TESLA_MODEL_X,5343.6474
20191009,LOS_ANGELES-TESLA_MODEL_X,6224.4
20191010,LOS_ANGELES-TESLA_MODEL_X,5882.76024
20191011,LOS_ANGELES-TESLA_MODEL_X,5810.8897
20191012,LOS_ANGELES-TESLA_MODEL_X,4957.04566
20191013,LOS_ANGELES-TESLA_MODEL_X,4861.062752
20191014,LOS_ANGELES-TESLA_MODEL_X,5324.8944
20191015,LOS_ANGELES-TESLA_MODEL_X,5133.51006
20191016,LOS_ANGELES-TESLA_MODEL_X,2409.681498
20191017,LOS_ANGELES-TESLA_MODEL_X,2346.268827
20191018,LOS_ANGELES-TESLA_MODEL_X,2282.856156
20191019,LOS_ANGELES-TESLA_MODEL_X,2351.44
20191020,LOS_ANGELES-TESLA_MODEL_X,2532.32
20191021,LOS_ANGELES-TESLA_MODEL_X,5687.799264
20191022,LOS_ANGELES-TESLA_MODEL_X,5798.8
20191023,LOS_ANGELES-TESLA_MODEL_X,2351.44
20191024,LOS_ANGELES-TESLA_MODEL_X,2705.22
20191025,LOS_ANGELES-TESLA_MODEL_X,2610.451116
20191026,LOS_ANGELES-TESLA_MODEL_X,2848.86
20191027,LOS_ANGELES-TESLA_MODEL_X,2351.44
20191028,LOS_ANGELES-TESLA_MODEL_X,2687.590983
20191029,LOS_ANGELES-TESLA_MODEL_X,5136.521712
20191030,LOS_ANGELES-TESLA_MODEL_X,5342.61
20191031,LOS_ANGELES-TESLA_MODEL_X,6384
20191101,LOS_ANGELES-TESLA_MODEL_X,6118
20191102,LOS_ANGELES-TESLA_MODEL_X,2554.93
20191103,LOS_ANGELES-TESLA_MODEL_X,2511.04
20191104,LOS_ANGELES-TESLA_MODEL_X,2705.22
20191105,LOS_ANGELES-TESLA_MODEL_X,2394
20191106,LOS_ANGELES-TESLA_MODEL_X,3128.16
20191107,LOS_ANGELES-TESLA_MODEL_X,3165.4
20191108,LOS_ANGELES-TESLA_MODEL_X,2553.6
20191109,LOS_ANGELES-TESLA_MODEL_X,6224.4
20191110,LOS_ANGELES-TESLA_MODEL_X,5861.31
20191111,LOS_ANGELES-TESLA_MODEL_X,2468.48
20191112,LOS_ANGELES-TESLA_MODEL_X,2213.12
20191113,LOS_ANGELES-TESLA_MODEL_X,2489.76
20191114,LOS_ANGELES-TESLA_MODEL_X,2511.04
20191115,LOS_ANGELES-TESLA_MODEL_X,2872.8
20191116,LOS_ANGELES-TESLA_MODEL_X,2513.7
20191117,LOS_ANGELES-TESLA_MODEL_X,2207.401
20191118,LOS_ANGELES-TESLA_MODEL_X,2213.12
20191119,LOS_ANGELES-TESLA_MODEL_X,2319.52
20191120,LOS_ANGELES-TESLA_MODEL_X,2468.48
20191121,LOS_ANGELES-TESLA_MODEL_X,2853.124512
20191122,LOS_ANGELES-TESLA_MODEL_X,2643.506936
20191123,LOS_ANGELES-TESLA_MODEL_X,2552.27
20191124,LOS_ANGELES-TESLA_MODEL_X,2537.64
20191125,LOS_ANGELES-TESLA_MODEL_X,2729.16
20191126,LOS_ANGELES-TESLA_MODEL_X,2527
20191127,LOS_ANGELES-TESLA_MODEL_X,2521.204924
20191128,LOS_ANGELES-TESLA_MODEL_X,3289.566805
20191129,LOS_ANGELES-TESLA_MODEL_X,3044.37
20191130,LOS_ANGELES-TESLA_MODEL_X,2824.92
20191201,LOS_ANGELES-TESLA_MODEL_X,2779.7
20191202,LOS_ANGELES-TESLA_MODEL_X,2820.93
20191203,LOS_ANGELES-TESLA_MODEL_X,3323.67
20191204,LOS_ANGELES-TESLA_MODEL_X,2504.566092
20191205,LOS_ANGELES-TESLA_MODEL_X,2323.707505
20191206,LOS_ANGELES-TESLA_MODEL_X,2532.32
20191207,LOS_ANGELES-TESLA_MODEL_X,2404.64
20191208,LOS_ANGELES-TESLA_MODEL_X,2705.22
20191209,LOS_ANGELES-TESLA_MODEL_X,2577.54
20191210,LOS_ANGELES-TESLA_MODEL_X,2800.98
20191211,LOS_ANGELES-TESLA_MODEL_X,2585.52
20191212,LOS_ANGELES-TESLA_MODEL_X,2754.43
20191213,LOS_ANGELES-TESLA_MODEL_X,2754.43
20191214,LOS_ANGELES-TESLA_MODEL_X,3103.994964
20191215,LOS_ANGELES-TESLA_MODEL_X,2560.935216
20191216,LOS_ANGELES-TESLA_MODEL_X,2328.860457
20191217,LOS_ANGELES-TESLA_MODEL_X,2893.552256
20191218,LOS_ANGELES-TESLA_MODEL_X,2594.219264
20191219,LOS_ANGELES-TESLA_MODEL_X,3313.38245
20191220,LOS_ANGELES-TESLA_MODEL_X,3160.08
20191221,LOS_ANGELES-TESLA_MODEL_X,2881.633727
20191222,LOS_ANGELES-TESLA_MODEL_X,3548.44
20191223,LOS_ANGELES-TESLA_MODEL_X,2609.46
20191224,LOS_ANGELES-TESLA_MODEL_X,2403.302818
20191225,LOS_ANGELES-TESLA_MODEL_X,2191.84
20191226,LOS_ANGELES-TESLA_MODEL_X,2489.76
20191227,LOS_ANGELES-TESLA_MODEL_X,2489.76
20191228,LOS_ANGELES-TESLA_MODEL_X,2830.24
20191229,LOS_ANGELES-TESLA_MODEL_X,2779.7
20191230,LOS_ANGELES-TESLA_MODEL_X,2926
20191231,LOS_ANGELES-TESLA_MODEL_X,2960.58
20200101,LOS_ANGELES-TESLA_MODEL_X,3597.8096
20200102,LOS_ANGELES-TESLA_MODEL_X,3247.61246
20200103,LOS_ANGELES-TESLA_MODEL_X,3196.5885
20200104,LOS_ANGELES-TESLA_MODEL_X,2766.5064
20200105,LOS_ANGELES-TESLA_MODEL_X,3455.872
20200106,LOS_ANGELES-TESLA_MODEL_X,3214.344
20200107,LOS_ANGELES-TESLA_MODEL_X,3074.8536
20200108,LOS_ANGELES-TESLA_MODEL_X,3190.7232
20200109,LOS_ANGELES-TESLA_MODEL_X,3686.76
20200110,LOS_ANGELES-TESLA_MODEL_X,3653.244
20200111,LOS_ANGELES-TESLA_MODEL_X,3827.208
20200112,LOS_ANGELES-TESLA_MODEL_X,3436.7865
20200113,LOS_ANGELES-TESLA_MODEL_X,3374.909261
20200114,LOS_ANGELES-TESLA_MODEL_X,3694.075
20200115,LOS_ANGELES-TESLA_MODEL_X,2878.9313
20200116,LOS_ANGELES-TESLA_MODEL_X,2875.992
20200117,LOS_ANGELES-TESLA_MODEL_X,2818.909198
20200118,LOS_ANGELES-TESLA_MODEL_X,2895.7824
20200119,LOS_ANGELES-TESLA_MODEL_X,2870.406
20200120,LOS_ANGELES-TESLA_MODEL_X,2818.2168
20200121,LOS_ANGELES-TESLA_MODEL_X,2733.2032
20200122,LOS_ANGELES-TESLA_MODEL_X,3559.3992
20200123,LOS_ANGELES-TESLA_MODEL_X,3277.12
20200124,LOS_ANGELES-TESLA_MODEL_X,3276.12658
20200125,LOS_ANGELES-TESLA_MODEL_X,3134.3312
20200126,LOS_ANGELES-TESLA_MODEL_X,3864.9534
20200127,LOS_ANGELES-TESLA_MODEL_X,3974.2528
20200128,LOS_ANGELES-TESLA_MODEL_X,3836.567201
20200129,LOS_ANGELES-TESLA_MODEL_X,3526.4418
20200130,LOS_ANGELES-TESLA_MODEL_X,3072.3
20200131,LOS_ANGELES-TESLA_MODEL_X,3126.286695
20200201,LOS_ANGELES-TESLA_MODEL_X,2458.955705
20200202,LOS_ANGELES-TESLA_MODEL_X,6832.937244
20200203,LOS_ANGELES-TESLA_MODEL_X,5918.635128
20200204,LOS_ANGELES-TESLA_MODEL_X,3058.701282
20200205,LOS_ANGELES-TESLA_MODEL_X,2760.2288
20200206,LOS_ANGELES-TESLA_MODEL_X,2937.4912
20200207,LOS_ANGELES-TESLA_MODEL_X,2507.900668
20200208,LOS_ANGELES-TESLA_MODEL_X,2458.319598
20200209,LOS_ANGELES-TESLA_MODEL_X,2930.256
20200210,LOS_ANGELES-TESLA_MODEL_X,3024.819
20200211,LOS_ANGELES-TESLA_MODEL_X,2767.597489
20200212,LOS_ANGELES-TESLA_MODEL_X,2982.126
20200213,LOS_ANGELES-TESLA_MODEL_X,3172.217005
20200214,LOS_ANGELES-TESLA_MODEL_X,2963.0937
20200215,LOS_ANGELES-TESLA_MODEL_X,3676.6121
20200216,LOS_ANGELES-TESLA_MODEL_X,3775.689439
20200217,LOS_ANGELES-TESLA_MODEL_X,3435.7092
20200218,LOS_ANGELES-TESLA_MODEL_X,3189.34
20200219,LOS_ANGELES-TESLA_MODEL_X,3264.352
20200220,LOS_ANGELES-TESLA_MODEL_X,3044.37
20200221,LOS_ANGELES-TESLA_MODEL_X,2791.419385
20200222,LOS_ANGELES-TESLA_MODEL_X,5462.412809
20200223,LOS_ANGELES-TESLA_MODEL_X,4276.461944
20200224,LOS_ANGELES-TESLA_MODEL_X,2584.104827
20200225,LOS_ANGELES-TESLA_MODEL_X,3575.224162
20200226,LOS_ANGELES-TESLA_MODEL_X,3501.276072
20200227,LOS_ANGELES-TESLA_MODEL_X,2967.2034
20200228,LOS_ANGELES-TESLA_MODEL_X,2681.28
20200301,LOS_ANGELES-TESLA_MODEL_X,3656.037
20200302,LOS_ANGELES-TESLA_MODEL_X,3379.53
20200303,LOS_ANGELES-TESLA_MODEL_X,3692.6253
20200304,LOS_ANGELES-TESLA_MODEL_X,3234.298873
20200305,LOS_ANGELES-TESLA_MODEL_X,5440.192632
20200306,LOS_ANGELES-TESLA_MODEL_X,2899.484242
20200307,LOS_ANGELES-TESLA_MODEL_X,2187.036133
20200308,LOS_ANGELES-TESLA_MODEL_X,2811.005689
20200309,LOS_ANGELES-TESLA_MODEL_X,2425.763592
20200310,LOS_ANGELES-TESLA_MODEL_X,2627.608794
20200311,LOS_ANGELES-TESLA_MODEL_X,2539.217181
20200312,LOS_ANGELES-TESLA_MODEL_X,2932.7431
20200313,LOS_ANGELES-TESLA_MODEL_X,2675.154605
20200314,LOS_ANGELES-TESLA_MODEL_X,2858.373025
20200315,LOS_ANGELES-TESLA_MODEL_X,2538.837
20200316,LOS_ANGELES-TESLA_MODEL_X,2466.2988
20200317,LOS_ANGELES-TESLA_MODEL_X,2603.3154
20200318,LOS_ANGELES-TESLA_MODEL_X,3167.5945
20200319,LOS_ANGELES-TESLA_MODEL_X,3098.368
20200320,LOS_ANGELES-TESLA_MODEL_X,3085.6
20200321,LOS_ANGELES-TESLA_MODEL_X,6046.510239
20200322,LOS_ANGELES-TESLA_MODEL_X,3108.049283
20200323,LOS_ANGELES-TESLA_MODEL_X,2759.106801
20200324,LOS_ANGELES-TESLA_MODEL_X,3400.0785
20200325,LOS_ANGELES-TESLA_MODEL_X,2710.939
20200326,LOS_ANGELES-TESLA_MODEL_X,3506.47584
20200327,LOS_ANGELES-TESLA_MODEL_X,5639.634538
20200328,LOS_ANGELES-TESLA_MODEL_X,3330.08858
20200329,LOS_ANGELES-TESLA_MODEL_X,2539.5552
20200330,LOS_ANGELES-TESLA_MODEL_X,3123.372
20200331,LOS_ANGELES-TESLA_MODEL_X,3225.7155
20200401,LOS_ANGELES-TESLA_MODEL_X,2668.862182
20200402,LOS_ANGELES-TESLA_MODEL_X,3041.4972
20200403,LOS_ANGELES-TESLA_MODEL_X,3339.272336
20200404,LOS_ANGELES-TESLA_MODEL_X,2428.402908
20200405,LOS_ANGELES-TESLA_MODEL_X,3170.307168
20200406,LOS_ANGELES-TESLA_MODEL_X,2478.812983
20200407,LOS_ANGELES-TESLA_MODEL_X,2459.671809
20200408,LOS_ANGELES-TESLA_MODEL_X,2911.2636
20200409,LOS_ANGELES-TESLA_MODEL_X,2582.9664
20200410,LOS_ANGELES-TESLA_MODEL_X,2740.245178
20200411,LOS_ANGELES-TESLA_MODEL_X,2397.7905
20200412,LOS_ANGELES-TESLA_MODEL_X,2840.481
20200413,LOS_ANGELES-TESLA_MODEL_X,3013.4608
20200414,LOS_ANGELES-TESLA_MODEL_X,2926.86071
20200415,LOS_ANGELES-TESLA_MODEL_X,2838.3264
20200416,LOS_ANGELES-TESLA_MODEL_X,3255.84
20200417,LOS_ANGELES-TESLA_MODEL_X,2511.971
20200418,LOS_ANGELES-TESLA_MODEL_X,6755.703585
20200419,LOS_ANGELES-TESLA_MODEL_X,2481.8864
20200420,LOS_ANGELES-TESLA_MODEL_X,2645.200026
20200421,LOS_ANGELES-TESLA_MODEL_X,2323.776
20200422,LOS_ANGELES-TESLA_MODEL_X,2763.6336
20200423,LOS_ANGELES-TESLA_MODEL_X,2500.8256
20200424,LOS_ANGELES-TESLA_MODEL_X,2234.4
20200425,LOS_ANGELES-TESLA_MODEL_X,2409.3216
20200426,LOS_ANGELES-TESLA_MODEL_X,2652.153
20200427,LOS_ANGELES-TESLA_MODEL_X,2577.54
20200428,LOS_ANGELES-TESLA_MODEL_X,7344.792
20200429,LOS_ANGELES-TESLA_MODEL_X,6618.612
20200430,LOS_ANGELES-TESLA_MODEL_X,6445.3662
20200501,LOS_ANGELES-TESLA_MODEL_X,6595.897462
20200502,LOS_ANGELES-TESLA_MODEL_X,2404.385438
20200503,LOS_ANGELES-TESLA_MODEL_X,6246.744
20200504,LOS_ANGELES-TESLA_MODEL_X,2571.4752
20200505,LOS_ANGELES-TESLA_MODEL_X,2191.84
20200506,LOS_ANGELES-TESLA_MODEL_X,7090.496
20200507,LOS_ANGELES-TESLA_MODEL_X,5960.560425
20200508,LOS_ANGELES-TESLA_MODEL_X,7041.04128
20200509,LOS_ANGELES-TESLA_MODEL_X,2675.2152
20200510,LOS_ANGELES-TESLA_MODEL_X,6160.5999
20200511,LOS_ANGELES-TESLA_MODEL_X,6625.794
20200512,LOS_ANGELES-TESLA_MODEL_X,6281.6565
20200513,LOS_ANGELES-TESLA_MODEL_X,5811.6744
20200514,LOS_ANGELES-TESLA_MODEL_X,6168.4735
20200515,LOS_ANGELES-TESLA_MODEL_X,5783.1592
20200516,LOS_ANGELES-TESLA_MODEL_X,5930.2971
20200517,LOS_ANGELES-TESLA_MODEL_X,5322.0615
20200518,LOS_ANGELES-TESLA_MODEL_X,6566.1568
20200519,LOS_ANGELES-TESLA_MODEL_X,5822.5272
20200520,LOS_ANGELES-TESLA_MODEL_X,6038.5192
20200521,LOS_ANGELES-TESLA_MODEL_X,6386.2344
20200522,LOS_ANGELES-TESLA_MODEL_X,5128.9056
20200523,LOS_ANGELES-TESLA_MODEL_X,5467.231
20200524,LOS_ANGELES-TESLA_MODEL_X,5660.48
20200525,LOS_ANGELES-TESLA_MODEL_X,5839.3916
20200526,LOS_ANGELES-TESLA_MODEL_X,5619.0372
20200527,LOS_ANGELES-TESLA_MODEL_X,6383.388916
20200528,LOS_ANGELES-TESLA_MODEL_X,5969.282592
20200529,LOS_ANGELES-TESLA_MODEL_X,5205.62
20200530,LOS_ANGELES-TESLA_MODEL_X,6031.368322
20200531,LOS_ANGELES-TESLA_MODEL_X,5496.0388
20200601,LOS_ANGELES-TESLA_MODEL_X,4883.76
20200602,LOS_ANGELES-TESLA_MODEL_X,5175.429
20200603,LOS_ANGELES-TESLA_MODEL_X,5633.5608
20200604,LOS_ANGELES-TESLA_MODEL_X,5785.8192
20200605,LOS_ANGELES-TESLA_MODEL_X,5636.4336
20200606,LOS_ANGELES-TESLA_MODEL_X,6222.4848
20200607,LOS_ANGELES-TESLA_MODEL_X,5634.754448
20200608,LOS_ANGELES-TESLA_MODEL_X,5730.587226
20200609,LOS_ANGELES-TESLA_MODEL_X,5761.56
20200610,LOS_ANGELES-TESLA_MODEL_X,6214.965379
20200611,LOS_ANGELES-TESLA_MODEL_X,5952.4416
20200612,LOS_ANGELES-TESLA_MODEL_X,5766.9066
20200613,LOS_ANGELES-TESLA_MODEL_X,5167.05
20200614,LOS_ANGELES-TESLA_MODEL_X,5678.169
20200615,LOS_ANGELES-TESLA_MODEL_X,6005.5884
20200616,LOS_ANGELES-TESLA_MODEL_X,5496.0388
20200617,LOS_ANGELES-TESLA_MODEL_X,6403.152
20200618,LOS_ANGELES-TESLA_MODEL_X,5597.2917
20200619,LOS_ANGELES-TESLA_MODEL_X,5356.3356
20200620,LOS_ANGELES-TESLA_MODEL_X,5156.350368
20200621,LOS_ANGELES-TESLA_MODEL_X,5410.875841
20200622,LOS_ANGELES-TESLA_MODEL_X,5762.8368
20200623,LOS_ANGELES-TESLA_MODEL_X,6084.351
20200624,LOS_ANGELES-TESLA_MODEL_X,4974.2
20200625,LOS_ANGELES-TESLA_MODEL_X,5770.0188
20200626,LOS_ANGELES-TESLA_MODEL_X,5936.038847
20200627,LOS_ANGELES-TESLA_MODEL_X,5438.172734
